M_1,M_2,mu,tan_beta,M_3,At,Ab,Atau,mA,mqL3,mtR,mbR,DM_relic_density
-1568.3772,1386.6956,-418.14282,39.29738998413086,2755.29,-3510.499,1778.7203,1714.6796,1343.0701,4991.45458984375,4759.94189453125,4690.7373046875,-3.6651629527587453
1026.7727,1606.1715,-375.50146,42.45674133300781,3192.5393,-4870.9224,-429.62695,-443.30838,2958.522,2745.87939453125,2030.947021484375,4589.9755859375,-3.8776215677689003
1190.9661,1789.5623,-1061.9152,42.431549072265625,2486.4597,1157.9236,1823.8411,-501.39905,2791.7896,3213.271484375,4493.30029296875,4085.536376953125,-1.8708026819871124
-720.5887,-1946.9652,-1228.9014,34.935642,3062.4,-3006.941,-1041.9977,-1339.1823,3675.5596,2496.5562,2172.695,2203.151,1.7369512327330598
-1260.3578,-1874.1287,1416.205,11.739496231079102,3984.8323,2972.515,-31.412792,-642.6524,2509.4487,2918.884765625,3115.98583984375,2558.943115234375,-0.805196691302442
1702.1764,-134.31337,1085.9805,3.3425417,4688.9688,6334.5776,296.7025,139.98871,1555.5652,4196.8784,3368.7966,3660.5415,-7.05857816871672
578.12213,-879.61633,634.7201,18.8548583984375,1178.2919,5983.304,1685.7936,765.59326,2824.471,2053.345458984375,2865.00537109375,2784.84130859375,-0.5191938253520891
-1771.4192,-1806.3118,1615.3829,25.012629,2466.1567,-3245.8516,-1561.6838,-1229.1407,3343.7017,3177.0037,3251.189,4185.135,-2.734907655272093
-219.80621,839.77795,946.4474,33.83095169067383,1617.3762,2981.22,258.0466,1565.076,4055.8762,3262.23779296875,3570.653076171875,3637.17138671875,0.9895412148852936
462.9757,-1122.4956,292.38217,54.521008,1840.2388,-3354.6606,1231.02,1884.5609,4073.6938,2297.8826,4010.9736,2432.3674,-4.290359446148058
-1719.1057,-506.82236,1020.6414,9.134574,3478.91,-1700.1984,643.5764,-827.55774,4571.3755,3283.8652,2626.3386,3173.321,-4.518992489747039
-1081.8192,262.44586,-1370.5027,9.903525,1617.3157,-6993.356,-490.36096,202.25417,4264.2173,3375.6863,3987.057,4100.6626,-6.161067331494162
91.427704,-1430.7936,-1124.846,51.366856,4531.9175,5506.675,956.555,-1856.9312,3981.566,4087.4583,3636.6348,2689.3027,5.634789603169249
1462.0918,222.45622,-728.3993,33.773018,3718.9653,-2735.738,-1363.7446,1735.6409,1639.0753,4124.7905,4169.7017,2476.7307,-6.502290170873972
796.08307,1276.5872,1500.2968,16.392872,2764.271,4290.088,-982.0797,-1565.3146,4770.2676,4514.6567,4698.765,2062.9346,2.0515563381903004
-787.4464,-809.4214,-180.15216,57.904015,1356.2554,-1574.5225,279.33246,-588.209,2866.1487,4599.898,2672.1877,2057.8533,-4.838364073155803
-197.27531,-1662.192,326.8521,17.060325622558594,3959.1152,-4846.8003,-386.21283,749.31396,3615.4067,2956.4765625,4573.001953125,4451.04248046875,-0.8989420806520515
207.98332,1625.4144,251.44955,22.16435813903809,3022.147,-2489.4592,-3.754264,-1244.2952,192.60487,4075.62353515625,3614.203369140625,2117.534912109375,-2.8664599670760316
-800.91833,354.8569,-367.5989,48.58363723754883,3748.0244,5743.0312,1915.0078,111.70162,3346.8428,4356.2255859375,2778.383544921875,3131.498779296875,-5.1361985052115
1624.9469,-1582.2783,1158.5225,5.73882532119751,2800.7761,4896.1963,-1803.4036,-1919.4346,2019.49,2574.320556640625,4294.65869140625,2593.686767578125,-1.8708026819871124
-131.97293,366.3553,-691.3618,50.40276336669922,3034.832,-4772.7905,-1173.2278,192.9657,4699.4497,2389.083984375,4056.9853515625,3957.83740234375,0.8878912848245564
-1562.0488,-1805.0223,869.55676,31.032825,2565.4004,239.9126,-908.5877,-1159.4337,4439.8955,4649.5083,3689.3997,3615.1765,-2.2072749131897207
282.56952,-1570.6737,1991.6027,9.922177,4508.589,-6540.3784,583.901,-1710.4155,3483.6174,2994.133,3205.831,3897.9204,2.2925347571405443
481.00403,-938.7311,-1382.3094,25.75859,3204.1243,5607.464,-168.76474,785.8935,2328.2188,4113.1978,4456.729,3259.6912,1.713797927758343
1940.141,621.16516,650.99164,25.75038719177246,4273.422,-2873.1406,1984.1213,473.49344,3291.885,4424.09521484375,2063.130126953125,4858.47412109375,-3.9685933802538105
935.26416,-164.83788,219.90327,40.82764434814453,3666.3037,1857.9343,166.06955,918.69995,1549.0236,2160.428955078125,2454.4306640625,3576.38818359375,-6.522492866331424
1464.4807,-557.40247,817.35254,19.543293,1734.7162,1487.9795,1751.7296,1111.2838,4874.8,2344.5647,4813.616,3673.9102,-4.335143048775031
451.65814,-1188.2731,-1075.0815,33.55231475830078,4877.5435,-6061.5527,139.25436,667.77734,4844.364,4437.10302734375,2905.61572265625,3416.05419921875,1.3217558399823195
863.25476,84.92193,710.20825,21.349218368530277,3020.0679,1657.8018,-599.4863,1949.3491,2300.9077,2492.37890625,2321.5673828125,2612.346435546875,-8.294049592604829
-1241.8625,-1593.7291,-1616.3346,39.602543,4119.596,7505.571,1859.9574,-1184.208,2817.1304,2899.8599,4117.595,4121.3706,0.10436001532424286
1132.9976,-452.5747,1173.6915,43.77096176147461,3942.8284,-6480.347,1622.6752,-549.1355,2456.511,2543.58251953125,2849.277099609375,2638.79736328125,-4.745582387992145
-1386.8362,1779.8695,1675.9647,42.71132,1799.7854,5629.848,-1581.3291,-1443.7197,3651.5723,4619.8037,4914.523,2314.259,1.9459101490553132
-1745.3397,1920.3691,-1381.36,47.535564,1148.3556,5527.748,1365.4901,976.3806,3895.1682,4162.7915,3815.1108,2917.4458,-1.7957674906255936
1477.399,1979.6144,547.65485,17.29776954650879,1038.3048,4745.9697,1500.1201,-776.68286,4022.9875,2085.201416015625,3155.00439453125,3740.02197265625,-3.1582511925333
-1212.0485,-1044.5258,473.36588,41.257145,1917.4108,-1311.1779,679.93665,-1059.3041,4194.148,2139.3733,4084.2039,3949.6587,-3.3382225825007668
851.7537,-192.8253,-1272.7394,12.78143,4800.957,-2458.6868,260.36923,-1172.192,4508.9805,3066.5916,4774.5747,4994.7915,-6.425329129737844
-539.6348,-292.1823,622.3482,18.92124366760254,3579.0444,-3549.4575,1602.7343,-223.78728,4806.4634,3470.311279296875,4875.39892578125,4569.14453125,-5.596723381537322
-1002.5657,1383.9434,1193.6014,44.887474,1996.0253,-6552.1353,-1705.3733,1705.7548,3607.6335,3511.6777,3037.6018,4247.841,1.6919391339458438
-1570.124,531.1231,1604.6049,11.543404,2123.4666,6603.125,1602.2827,957.49396,2202.4202,3212.4663,4612.0684,3599.32,-4.83710224333538
-1695.0518,-1681.0779,-172.94836,14.712961196899414,4657.8506,-1979.7584,1376.3805,-341.47296,2390.1853,3903.712646484375,2548.7978515625,3022.5458984375,-5.076775093878477
-915.1511,-1946.6915,1013.79193,9.830578,3546.5308,5585.89,1045.4288,-152.37506,3808.5222,4304.5864,3134.7737,2213.9438,0.8837675401685949
-1209.1759,-539.94995,-1037.8978,46.909542,2738.2666,-65.31034,1635.235,-1994.6758,1740.7299,3244.3413,3808.594,3243.2388,-4.422848629194137
1940.1368,1031.1996,-956.79425,36.11295,1279.1777,5124.3276,603.61835,-1919.206,4353.244,2334.814,2310.5825,3917.4863,-2.4157537910996836
785.984,1528.8936,957.1022,54.53087,1531.6017,-3031.0923,-138.21681,-1635.7949,3928.3806,2873.82,4777.509,4996.691,1.1474024528375417
-816.9585,154.93556,1944.8812,35.33921813964844,4713.7847,-3855.2356,-816.02405,-892.5489,945.26996,3982.017578125,3136.777587890625,3479.582763671875,-7.1808772344477925
-545.15985,-1909.9448,-530.76416,39.35599136352539,2575.7432,4449.762,-1843.9792,-585.98126,725.2992,3096.25,4939.3974609375,4164.591796875,-2.907721389244653
-570.4896,134.3493,-1409.1504,34.4158821105957,2495.38,2528.465,1805.5048,1990.2916,2321.6099,2161.882568359375,3952.685302734375,3841.464111328125,-7.443898757760282
1580.3618,-1044.0999,-823.1413,26.62028,4972.975,-4330.139,-1793.5989,495.7119,795.6199,3226.8806,3251.86,4657.6045,-2.635264531376562
660.5985,233.08725,1179.0101,7.529634475708008,3033.125,-1829.1965,-379.57593,-897.7498,1971.9777,2818.171875,4904.32568359375,3028.73193359375,-6.437751674998527
1343.3574,1927.8633,1523.2773,51.265716552734375,1096.4874,-1713.4481,159.36595,-167.37553,2012.3103,3314.107421875,3525.4111328125,2813.79248046875,-3.1372958198845153
1196.9908,-1891.893,-1881.2845,6.1055512,4366.7686,-7829.349,-764.0231,-1067.9261,1623.4167,4998.116,4202.052,2398.9521,1.7867469274045107
-464.29495,699.0506,-439.94028,59.097122,4865.8984,3984.9194,965.3734,1964.6882,3868.5708,3091.1687,4067.356,2480.4753,-2.9700645268054133
611.5265,-175.49603,-838.9549,54.084526,4829.09,-7207.6772,1425.1016,491.2143,4239.511,4464.7783,2196.3904,2356.1252,-6.5929445391421035
-356.64667,1343.4902,684.32324,30.275242,3954.1624,-5694.4717,460.79703,1475.0978,4411.258,2261.949,2948.1797,3621.9385,0.5596157879354227
-623.50555,756.4229,-165.85089,23.981913,1133.611,6650.627,-530.3101,-500.89542,3179.1936,2975.2834,3222.7112,4665.965,-5.355946479384673
932.379,879.1212,-1237.4119,15.851204872131348,3530.2837,-6856.616,158.02441,905.6171,3331.9368,3280.16015625,3968.767333984375,2333.037109375,-2.987764102603919
-1913.2395,1885.8776,928.5629,43.269123,4116.2295,2752.1807,589.3456,817.9756,3149.6243,2485.0945,2483.4185,3476.6223,-2.1286317858706076
478.3924,1778.6573,683.2678,41.378296,4149.8076,-4714.2007,-192.09816,-1527.9148,4618.606,3417.7944,2948.2659,3088.9624,0.5538851132264376
853.77344,-757.5094,-382.92673,15.211383,1930.7646,-1750.7184,-544.6404,-1145.2737,1669.0331,4612.189,3894.7568,3428.3025,-3.772261063052987
-647.8809,-1122.4054,-191.29552,9.375443,1784.4021,-1150.1254,-1261.3901,326.35675,2325.5454,3164.4133,4482.065,3189.3684,-4.738701578612614
-882.09,436.78952,1853.4777,24.269683837890625,3178.8672,3102.6096,-1843.3936,-747.0218,1417.9507,4130.1962890625,2643.892822265625,2051.0703125,-5.212139660190617
-1773.0853,-1702.4564,-971.5623,58.27997589111328,2640.2197,4992.616,697.33563,1109.8601,2175.3865,3952.976318359375,4792.24560546875,2638.626220703125,-2.1370706484549835
1045.8354,1999.3094,-1683.8575,51.13032150268555,1403.108,2364.6204,-1816.3275,667.21436,4532.4946,3551.16943359375,3282.267822265625,3895.568359375,2.41591376127115
-900.13934,-999.567,-1914.0477,38.6063117980957,3418.3394,3589.4824,825.5177,1150.6882,4412.157,4440.45849609375,2610.646484375,3685.645751953125,2.187174224357253
520.5935,-702.64545,1117.8529,48.27949,4395.2007,2628.83,-1178.751,-383.4738,2887.5425,4685.412,3465.7742,3559.4492,1.4327007339340465
1285.7638,-1514.6724,-1800.6306,50.67675018310547,3056.8555,-6857.6855,1658.9465,1555.4081,4730.8086,3126.333251953125,2137.299072265625,4946.494140625,2.6026896854443837
-1606.2977,-1694.7662,327.76376,59.42008,3776.62,-7191.5884,1166.5588,1940.9628,1311.3693,3256.8452,2187.221,3444.7412,-4.006333684899388
-529.4878,1298.4844,1337.8036,3.9367418,1252.3993,-7005.3657,-372.80765,-178.45831,2637.258,4028.6125,4765.2817,4962.258,1.8687205103641833
201.3406,1437.9266,-1696.8977,54.44184112548828,2041.6641,7158.8857,366.50418,291.15985,3215.4565,2079.373779296875,3161.383056640625,4174.0390625,2.0095554193292045
-1809.1722,517.76807,1475.6797,25.07829093933105,1449.0176,8.82883,1501.2214,-1382.1738,2306.6978,4658.046875,4772.2802734375,3860.741943359375,-4.890189143061373
71.21976,-780.08655,806.1547,43.557735443115234,3209.7537,-6117.2573,-258.23465,-224.85097,2280.6013,4752.2421875,2081.42822265625,4907.94921875,5.749392985908253
-1190.3546,-1832.256,1908.5051,7.239442348480225,1862.4636,-5143.8325,1382.8969,-1984.4635,4705.6577,4588.88818359375,4123.95458984375,2747.571044921875,2.69462719365756
358.91037,-289.90237,366.26077,14.05561,4851.777,-7211.57,488.19647,1593.7062,1114.9741,2593.7053,4009.224,2130.665,-5.472670753692814
265.09546,-229.19945,336.32144,45.2639,2409.6377,6117.473,676.6151,-1289.329,4865.83,3828.5571,4280.1367,4308.912,-5.99547256850552
-1875.5284,-1167.779,173.08626,37.03903579711914,4389.5806,-2230.6091,628.69165,-1553.6401,2488.8735,3263.3388671875,2220.970458984375,2227.969970703125,-5.0374927393346285
830.85767,880.31665,1071.8838,41.848824,4801.654,1277.5431,-1121.5632,-1143.884,1253.7511,3594.4216,2678.166,4405.9263,-0.2731219211204512
1626.6528,-1151.1155,-1092.258,11.39723014831543,2848.5981,-1333.7216,197.08806,1296.675,3265.2952,4404.52001953125,2663.6494140625,2701.01953125,-2.1037342230119394
-269.16022,1200.6105,-1103.1082,17.504583,3544.3137,-7706.382,-187.98601,221.3351,2713.8386,4064.9211,2204.433,2634.5637,1.2499017362143359
1764.9462,1779.6724,1052.3917,13.488957405090332,1914.4099,4786.9727,-818.87335,133.04085,2303.5483,3644.248779296875,3556.92822265625,2874.076904296875,-1.973281356142895
-444.03378,-453.86774,343.9444,19.11319732666016,3042.9653,-4703.866,-1691.9509,-466.84836,3121.6016,4551.64306640625,4705.8916015625,4285.88623046875,-3.8971343483043173
1446.5458,477.83362,148.0605,10.924899101257324,1308.1895,-2129.6035,-302.7528,345.0415,2917.5845,2684.977783203125,3827.39013671875,4906.62255859375,-5.521460870364797
1893.1007,-366.10602,-1549.6492,22.214916229248047,3021.9448,7600.869,1886.2559,87.02775,3823.3696,3845.58203125,3951.07763671875,2305.827392578125,-5.155083170131852
-1881.7106,-438.99966,-1918.9889,36.75691986083984,2532.2405,-1762.2354,257.7806,-1341.6016,1742.8335,4278.9267578125,3794.4365234375,3090.107421875,-4.803621119805454
899.4428,-414.3738,-1009.09515,44.902195,3307.276,1861.8596,-1401.7305,-1601.9127,2105.7686,2421.1323,2262.3826,3304.7393,-4.92125173296157
-1126.8264,-434.84515,-973.02356,53.898536682128906,2524.481,-6193.21,1044.2467,550.10876,3111.7163,3960.556396484375,3117.578125,3114.641357421875,-4.830816838987876
-1437.7346,795.2952,239.51648,51.64296722412109,4376.4165,4656.427,-346.1767,-1161.1028,1823.43,4337.0595703125,2197.7294921875,3317.7060546875,-4.801185046492759
1495.0569,-1713.0419,-489.10364,30.59065,3840.3613,2741.9683,-1705.2849,-362.9401,4258.124,4793.6787,3101.3618,2777.7776,-3.358137892201708
-1074.8075,-1711.7546,-950.8783,42.548225,4905.6772,3612.173,390.0849,-505.97476,2434.65,3676.3672,4874.347,4128.462,-2.0024805005437076
792.5578,1376.9075,-399.40317,10.877213,1766.2365,2339.674,-842.42365,-1180.3931,2606.1729,2780.7244,2958.2039,3369.6191,-3.81217767045843
230.16832,1885.5674,1114.0868,6.146891,2821.7466,6606.2734,4.18848,-547.4741,4696.269,4888.645,3099.5613,2222.5596,1.2809338454620642
919.13574,522.40845,-1453.7189,34.52589,1777.5541,-3996.6108,1796.3451,-555.1026,2060.3398,4682.58,3226.425,2052.8262,-4.866534950122499
1254.4307,-867.0277,-701.89404,40.13206,4181.3896,-3062.8064,237.94418,-1072.0558,3743.411,3262.5715,2313.665,2881.3147,-2.7504359175986477
1626.031,-407.5286,1022.3973,15.516524,4217.173,-3815.6511,-1101.8575,1076.1891,3201.7668,3403.476,4327.9673,2720.5103,-4.946253035166987
1164.6555,-389.98004,673.43915,11.551579,1143.7186,-4087.8994,1328.3501,-1792.3656,4611.3354,2382.06,4153.013,3509.3809,-5.020685629949757
861.0754,-1666.9088,777.6074,11.878351,3812.931,-5750.625,1653.147,119.22812,2912.953,4958.9707,4544.7573,2923.7107,-2.384880335720876
-1293.8862,-1428.9436,1979.5994,22.71331214904785,1589.7153,4913.7456,166.50174,-1560.8231,3768.2363,3032.16650390625,4994.2578125,2718.410888671875,2.3887627542378747
1149.3455,221.15607,-287.93777,22.651710510253903,1086.9563,-5117.7617,-725.1184,-84.461754,519.5766,2611.40576171875,3545.58935546875,2946.31884765625,-6.348139460180029
-1874.4421,1260.6974,-1226.9432,50.945747,4777.634,-4186.864,619.82623,-938.6092,4245.4263,4637.4966,3022.626,4552.694,-2.0249533563957662
1595.257,-432.22717,1405.0117,26.26469612121582,4922.8765,-891.6145,77.97777,-1696.2601,1603.9115,4270.68115234375,3884.95068359375,3473.1630859375,-4.834583291835873
616.8817,-832.7958,-1700.746,28.330873,1860.7183,-1409.6434,-1840.3491,1519.4299,617.157,2274.0564,4035.8142,4811.937,1.095273387402595
309.97177,1163.608,527.9021,36.65545272827149,3432.7766,-3144.5054,-1656.5947,869.5848,4583.205,4664.99755859375,3198.981201171875,2281.426513671875,-0.18995055743546027
-421.91562,-1794.0547,-1517.1443,52.019566,2030.5751,4925.9546,-557.2811,1070.4564,2398.0957,2257.4895,4850.6245,3688.4924,1.791759469228055
-1651.7142,85.69367,754.9038,51.39438,4472.4097,-5782.0103,1806.0879,1169.492,4857.5527,3228.4814,2225.4468,3014.8079,-8.262550973042657
-1613.7938,-1692.9609,1940.4169,13.537663,2103.158,-5796.552,-593.1852,1358.8483,4940.7217,2790.0605,3933.231,3095.056,1.4445632692438664
-1205.5768,-118.91689,1846.0831,47.78059005737305,3998.405,-7464.531,974.72107,1683.4781,2164.9897,2446.886962890625,4183.57421875,4650.31689453125,-7.385791069981105
1498.3712,-1871.5009,-800.9202,22.471237,3382.0205,-300.95435,222.3471,1560.9337,4055.058,3544.1877,3362.8335,2443.878,-2.3957974747162245
-1655.0653,1276.1112,788.6335,40.9541244506836,3041.9424,-2097.381,-1456.0728,1061.9283,4025.091,3447.643798828125,2213.7919921875,2871.76025390625,-2.4757487053411227
-786.6019,-1895.5823,1606.3069,54.06053,2115.8662,-1865.753,-951.90295,-1887.9365,2480.254,4229.0083,4382.602,3971.743,2.0930978681273213
1002.65765,-1093.018,-707.1598,39.586964,2919.8384,-6909.881,1325.0181,1225.1353,3690.985,2787.2986,3876.924,2198.8765,-2.6621212692138103
1770.8124,-688.95306,-673.53375,17.847393035888672,1000.54004,-747.02924,-554.21185,-122.25021,2175.848,3555.81591796875,3272.052978515625,4043.75830078125,-3.3354096655687564
-1183.8798,-1270.1724,1935.7789,42.33748,3794.151,3692.7917,1387.9143,-1353.5139,1306.1382,3174.4138,3599.363,2463.5952,1.3190856114264407
-1440.8243,-1852.7455,-425.78464,56.29595184326172,4704.2563,1090.3025,814.0877,-222.69199,3491.7222,4000.41357421875,3673.9111328125,3838.5458984375,-3.5098968153306167
1025.3708,1571.9597,1206.022,43.89284896850586,3198.344,-5375.9067,-1787.4624,967.4194,4958.0317,3166.720703125,3289.7470703125,3716.35791015625,1.6620303589340135
796.36584,1501.8112,-789.61487,53.600697,1520.6085,-5064.357,-194.86996,-392.3648,2202.6614,2858.0134,4040.3687,4936.6206,-1.9310215365615626
-1322.9481,1752.941,-864.6671,54.767197,1635.1405,2046.4537,-1789.9753,-255.68433,3511.7373,4870.039,2281.391,4934.7793,-2.2256240518579173
-1067.2252,1273.5352,125.520775,19.739292,1087.3201,-5866.741,1303.5674,-1027.0934,3676.2905,4767.534,3661.4424,4214.111,-5.789340363017848
439.52206,1384.7826,1795.2626,6.149508953094482,4424.126,-6517.526,931.7779,604.2025,4879.9717,3838.47802734375,4582.14404296875,2726.951904296875,2.1587147049544946
511.8984,1624.43,-1455.5127,37.421246,4827.4097,4494.1143,-86.27258,-831.4994,3274.7917,2280.155,2844.064,3905.7175,1.8066480817218056
1817.3641,-1782.8777,838.6284,20.498114,2326.708,4242.853,1517.2013,-716.3268,4629.2646,2047.1981,3468.725,3038.273,-2.3025850929940455
-1210.6779,1786.7356,-418.15085,51.19610977172851,3972.2048,7681.9595,995.93274,1287.2942,3286.4202,2420.099853515625,3992.764892578125,2757.55859375,-3.676950888667267
-664.1767,-881.80194,1344.9893,6.688463,2294.8904,3489.7307,893.1392,-525.6399,3474.2627,4450.7026,2045.0616,4235.103,1.8115620965242347
-162.03462,142.08113,-887.62695,19.39828491210937,3230.5085,-1878.9396,570.0977,208.61322,3713.2673,2290.250244140625,2131.99658203125,2234.109375,-7.182192092504293
-1894.1427,-271.5692,914.0394,13.547172,4558.446,1673.3871,957.06055,1273.1056,4754.1826,4669.7407,3529.6982,2248.955,-5.716867714204857
-1338.7761,-1880.6976,1943.675,19.74470901489257,2200.749,-6575.2393,-47.59704,-678.96924,1963.1515,4847.46337890625,2483.158447265625,2890.35302734375,1.7404661413782472
-1085.531,-103.231155,1200.5328,40.01326370239258,4988.539,-5265.5522,-537.9813,-774.33,4936.453,2961.376220703125,3475.25048828125,2056.633544921875,-7.682112539440728
-1931.3585,-1743.9905,-993.4022,48.377205,3773.4646,5078.446,784.03284,1917.9363,2626.0186,2520.5005,2719.8213,3843.995,-1.9805015938249322
